event_id,user_id,session_id,event_type,event_time,movie_id,duration_ms,success
1859,u_0837,s_00378,view_movie_card,2026-08-11 14:56:33,m_0028,,
1860,u_0837,s_00378,view_movie_card,2026-08-11 14:56:28,m_0164,,
1861,u_0837,s_00378,view_movie_card,2026-08-11 14:56:43,m_0168,,
1862,u_0837,s_00378,view_movie_card,2026-08-11 14:57:04,m_0079,,
1863,u_0837,s_00378,add_favorite,2026-08-11 14:57:11,m_0079,,
1864,u_0590,s_00379,session_start,2026-08-15 21:38:00,,,
1865,u_0590,s_00379,search,2026-08-15 21:38:05,,,
1866,u_0590,s_00379,api_request,2026-08-15 21:38:08,,3530,1
1867,u_0590,s_00379,view_movie_card,2026-08-15 21:38:14,m_0281,,
1868,u_0445,s_00380,session_start,2026-08-03 15:32:00,,,
1869,u_0445,s_00380,search,2026-08-03 15:32:04,,,
1870,u_0445,s_00380,api_request,2026-08-03 15:32:05,,1922,1
1871,u_0445,s_00380,random_pick,2026-08-03 15:32:10,,,
1872,u_0445,s_00380,view_movie_card,2026-08-03 15:32:17,m_0125,,
1873,u_0445,s_00380,add_favorite,2026-08-03 15:32:24,m_0125,,
1874,u_0445,s_00380,view_movie_card,2026-08-03 15:32:35,m_0351,,
1875,u_0445,s_00380,view_movie_card,2026-08-03 15:32:26,m_0058,,
1876,u_0196,s_00381,session_start,2026-08-14 14:22:00,,,
1877,u_0196,s_00381,search,2026-08-14 14:22:11,,,
1878,u_0196,s_00381,api_request,2026-08-14 14:22:16,,5497,0
1879,u_0196,s_00381,error_shown,2026-08-14 14:22:16,,,
1880,u_0842,s_00382,session_start,2026-08-06 14:39:00,,,
1881,u_0452,s_00383,session_start,2026-08-15 18:09:00,,,
1882,u_0452,s_00383,search,2026-08-15 18:09:15,,,
1883,u_0452,s_00383,api_request,2026-08-15 18:09:17,,3362,1
1884,u_0452,s_00383,random_pick,2026-08-15 18:09:18,,,
1885,u_0452,s_00383,view_movie_card,2026-08-15 18:09:29,m_0486,,
1886,u_0452,s_00383,view_movie_card,2026-08-15 18:09:35,m_0445,,
1887,u_0452,s_00383,view_movie_card,2026-08-15 18:09:59,m_0008,,
1888,u_0461,s_00384,session_start,2026-08-26 10:19:00,,,
1889,u_0461,s_00384,search,2026-08-26 10:19:07,,,
1890,u_0461,s_00384,api_request,2026-08-26 10:19:08,,2035,1
1891,u_0461,s_00384,random_pick,2026-08-26 10:19:12,,,
1892,u_0461,s_00384,view_movie_card,2026-08-26 10:19:17,m_0356,,
1893,u_0461,s_00384,view_movie_card,2026-08-26 10:19:18,m_0193,,
1894,u_0262,s_00385,session_start,2026-08-22 17:02:00,,,
1895,u_0262,s_00385,search,2026-08-22 17:02:06,,,
1896,u_0262,s_00385,api_request,2026-08-22 17:02:07,,2522,1
1897,u_0262,s_00385,random_pick,2026-08-22 17:02:11,,,
1898,u_0262,s_00385,view_movie_card,2026-08-22 17:02:20,m_0340,,
1899,u_0262,s_00385,view_movie_card,2026-08-22 17:02:39,m_0443,,
1900,u_0262,s_00385,add_favorite,2026-08-22 17:02:44,m_0443,,
1901,u_0262,s_00385,view_movie_card,2026-08-22 17:02:58,m_0119,,
1902,u_0324,s_00386,session_start,2026-08-17 20:06:00,,,
1903,u_0324,s_00386,search,2026-08-17 20:06:11,,,
1904,u_0324,s_00386,api_request,2026-08-17 20:06:15,,1929,1
1905,u_0324,s_00386,view_movie_card,2026-08-17 20:06:20,m_0021,,
1906,u_0324,s_00386,view_movie_card,2026-08-17 20:06:43,m_0171,,
1907,u_0356,s_00387,session_start,2026-08-24 11:01:00,,,
1908,u_0356,s_00387,search,2026-08-24 11:01:07,,,
1909,u_0356,s_00387,api_request,2026-08-24 11:01:12,,4406,1
1910,u_0356,s_00387,random_pick,2026-08-24 11:01:16,,,
1911,u_0356,s_00387,view_movie_card,2026-08-24 11:01:17,m_0484,,
1912,u_0350,s_00388,session_start,2026-08-09 12:09:00,,,
1913,u_0350,s_00388,search,2026-08-09 12:09:12,,,
1914,u_0350,s_00388,api_request,2026-08-09 12:09:13,,3431,1
1915,u_0350,s_00388,view_movie_card,2026-08-09 12:09:25,m_0214,,
1916,u_0350,s_00388,view_movie_card,2026-08-09 12:09:31,m_0219,,
1917,u_0350,s_00388,view_movie_card,2026-08-09 12:09:58,m_0230,,
1918,u_0595,s_00389,session_start,2026-08-07 19:08:00,,,
1919,u_0595,s_00389,search,2026-08-07 19:08:14,,,
1920,u_0595,s_00389,api_request,2026-08-07 19:08:15,,2831,1
1921,u_0595,s_00389,view_movie_card,2026-08-07 19:08:33,m_0466,,
1922,u_0595,s_00389,view_movie_card,2026-08-07 19:08:33,m_0336,,
1923,u_0595,s_00389,view_movie_card,2026-08-07 19:08:45,m_0163,,
1924,u_0595,s_00389,add_favorite,2026-08-07 19:08:47,m_0163,,
1925,u_0595,s_00389,view_movie_card,2026-08-07 19:08:55,m_0163,,
1926,u_0784,s_00390,session_start,2026-08-05 20:01:00,,,
1927,u_0784,s_00390,search,2026-08-05 20:01:08,,,
1928,u_0784,s_00390,api_request,2026-08-05 20:01:11,,2542,1
1929,u_0784,s_00390,random_pick,2026-08-05 20:01:12,,,
1930,u_0784,s_00390,view_movie_card,2026-08-05 20:01:24,m_0311,,
1931,u_0237,s_00391,session_start,2026-08-08 18:14:00,,,
1932,u_0237,s_00391,search,2026-08-08 18:14:07,,,
1933,u_0237,s_00391,api_request,2026-08-08 18:14:07,,4204,1
1934,u_0237,s_00391,view_movie_card,2026-08-08 18:14:23,m_0095,,
1935,u_0237,s_00391,view_movie_card,2026-08-08 18:14:47,m_0243,,
1936,u_0237,s_00391,add_favorite,2026-08-08 18:14:51,m_0243,,
1937,u_0237,s_00391,view_movie_card,2026-08-08 18:14:43,m_0017,,
1938,u_0237,s_00391,view_movie_card,2026-08-08 18:14:27,m_0474,,
1939,u_0688,s_00392,session_start,2026-08-14 12:47:00,,,
1940,u_0182,s_00393,session_start,2026-08-25 12:04:00,,,
1941,u_0502,s_00394,session_start,2026-08-15 22:39:00,,,
1942,u_0502,s_00394,search,2026-08-15 22:39:15,,,
1943,u_0502,s_00394,api_request,2026-08-15 22:39:18,,3802,1
1944,u_0502,s_00394,view_movie_card,2026-08-15 22:39:35,m_0369,,
1945,u_0609,s_00395,session_start,2026-08-20 20:36:00,,,
1946,u_0609,s_00395,search,2026-08-20 20:36:12,,,
1947,u_0609,s_00395,api_request,2026-08-20 20:36:17,,4565,1
1948,u_0609,s_00395,view_movie_card,2026-08-20 20:36:29,m_0266,,
1949,u_0609,s_00395,view_movie_card,2026-08-20 20:36:29,m_0286,,
1950,u_0195,s_00396,session_start,2026-08-25 19:03:00,,,
1951,u_0195,s_00396,search,2026-08-25 19:03:08,,,
1952,u_0195,s_00396,api_request,2026-08-25 19:03:10,,2642,1
1953,u_0195,s_00396,view_movie_card,2026-08-25 19:03:16,m_0354,,
1954,u_0195,s_00396,view_movie_card,2026-08-25 19:03:28,m_0238,,
1955,u_0513,s_00397,session_start,2026-08-15 10:46:00,,,
1956,u_0513,s_00397,search,2026-08-15 10:46:14,,,
1957,u_0513,s_00397,api_request,2026-08-15 10:46:18,,4776,1
1958,u_0513,s_00397,view_movie_card,2026-08-15 10:46:28,m_0233,,
1959,u_0513,s_00397,view_movie_card,2026-08-15 10:46:40,m_0452,,
1960,u_0665,s_00398,session_start,2026-08-09 14:44:00,,,
1961,u_0751,s_00399,session_start,2026-08-26 11:45:00,,,
1962,u_0751,s_00399,search,2026-08-26 11:45:03,,,
1963,u_0751,s_00399,api_request,2026-08-26 11:45:08,,3273,1
1964,u_0751,s_00399,view_movie_card,2026-08-26 11:45:18,m_0194,,
1965,u_0751,s_00399,view_movie_card,2026-08-26 11:45:20,m_0394,,
1966,u_0751,s_00399,add_favorite,2026-08-26 11:45:26,m_0394,,
1967,u_0751,s_00399,view_movie_card,2026-08-26 11:45:35,m_0084,,
1968,u_0053,s_00400,session_start,2026-08-06 21:45:00,,,
1969,u_0053,s_00400,search,2026-08-06 21:45:06,,,
1970,u_0053,s_00400,api_request,2026-08-06 21:45:09,,1780,1
1971,u_0053,s_00400,random_pick,2026-08-06 21:45:14,,,
1972,u_0053,s_00400,view_movie_card,2026-08-06 21:45:22,m_0007,,
1973,u_0827,s_00401,session_start,2026-08-28 16:34:00,,,
1974,u_0827,s_00401,search,2026-08-28 16:34:09,,,
1975,u_0827,s_00401,api_request,2026-08-28 16:34:11,,4197,1
1976,u_0827,s_00401,view_movie_card,2026-08-28 16:34:16,m_0126,,
1977,u_0827,s_00401,view_movie_card,2026-08-28 16:34:37,m_0318,,
1978,u_0051,s_00402,session_start,2026-08-27 22:13:00,,,
1979,u_0051,s_00402,search,2026-08-27 22:13:02,,,
1980,u_0051,s_00402,api_request,2026-08-27 22:13:07,,1490,1
1981,u_0618,s_00403,session_start,2026-08-22 18:53:00,,,
1982,u_0618,s_00403,search,2026-08-22 18:53:03,,,
1983,u_0618,s_00403,api_request,2026-08-22 18:53:03,,1760,1
1984,u_0618,s_00403,view_movie_card,2026-08-22 18:53:13,m_0495,,
1985,u_0037,s_00404,session_start,2026-08-19 14:59:00,,,
1986,u_0037,s_00404,search,2026-08-19 14:59:06,,,
1987,u_0037,s_00404,api_request,2026-08-19 14:59:08,,3404,1
1988,u_0564,s_00405,session_start,2026-08-25 15:53:00,,,
1989,u_0564,s_00405,search,2026-08-25 15:53:09,,,
1990,u_0564,s_00405,api_request,2026-08-25 15:53:10,,2548,1
1991,u_0564,s_00405,random_pick,2026-08-25 15:53:12,,,
1992,u_0564,s_00405,view_movie_card,2026-08-25 15:53:16,m_0056,,
1993,u_0564,s_00405,view_movie_card,2026-08-25 15:53:24,m_0248,,
1994,u_0724,s_00406,session_start,2026-08-20 23:50:00,,,
1995,u_0724,s_00406,search,2026-08-20 23:50:11,,,
1996,u_0724,s_00406,api_request,2026-08-20 23:50:13,,5011,1
1997,u_0630,s_00407,session_start,2026-08-12 23:08:00,,,
1998,u_0630,s_00407,search,2026-08-12 23:08:10,,,
1999,u_0630,s_00407,api_request,2026-08-12 23:08:15,,1773,1
2000,u_0199,s_00408,session_start,2026-08-08 20:18:00,,,
2001,u_0199,s_00408,search,2026-08-08 20:18:02,,,
2002,u_0199,s_00408,api_request,2026-08-08 20:18:06,,1266,1
2003,u_0199,s_00408,view_movie_card,2026-08-08 20:18:24,m_0212,,
2004,u_0199,s_00408,add_favorite,2026-08-08 20:18:30,m_0212,,
2005,u_0218,s_00409,session_start,2026-08-18 21:40:00,,,
2006,u_0218,s_00409,search,2026-08-18 21:40:05,,,
2007,u_0218,s_00409,api_request,2026-08-18 21:40:10,,855,1
2008,u_0218,s_00409,random_pick,2026-08-18 21:40:11,,,
2009,u_0218,s_00409,view_movie_card,2026-08-18 21:40:18,m_0352,,
2010,u_0218,s_00409,view_movie_card,2026-08-18 21:40:44,m_0371,,
2011,u_0199,s_00410,session_start,2026-08-01 22:11:00,,,
2012,u_0199,s_00410,search,2026-08-01 22:11:07,,,
2013,u_0199,s_00410,api_request,2026-08-01 22:11:12,,4187,1
2014,u_0160,s_00411,session_start,2026-08-21 11:30:00,,,
2015,u_0160,s_00411,search,2026-08-21 11:30:15,,,
2016,u_0160,s_00411,api_request,2026-08-21 11:30:19,,4088,1
2017,u_0058,s_00412,session_start,2026-08-14 23:47:00,,,
2018,u_0058,s_00412,search,2026-08-14 23:47:06,,,
2019,u_0058,s_00412,api_request,2026-08-14 23:47:10,,2884,1
2020,u_0058,s_00412,view_movie_card,2026-08-14 23:47:25,m_0410,,
2021,u_0153,s_00413,session_start,2026-08-26 14:04:00,,,
2022,u_0153,s_00413,search,2026-08-26 14:04:02,,,
2023,u_0153,s_00413,api_request,2026-08-26 14:04:04,,4676,1
2024,u_0192,s_00414,session_start,2026-08-19 18:24:00,,,
2025,u_0192,s_00414,search,2026-08-19 18:24:15,,,
2026,u_0192,s_00414,api_request,2026-08-19 18:24:17,,2876,1
2027,u_0192,s_00414,random_pick,2026-08-19 18:24:19,,,
2028,u_0192,s_00414,view_movie_card,2026-08-19 18:24:33,m_0232,,
2029,u_0310,s_00415,session_start,2026-08-10 12:33:00,,,
2030,u_0310,s_00415,search,2026-08-10 12:33:07,,,
2031,u_0310,s_00415,api_request,2026-08-10 12:33:07,,1058,1
2032,u_0310,s_00415,view_movie_card,2026-08-10 12:33:16,m_0098,,
2033,u_0537,s_00416,session_start,2026-08-16 20:55:00,,,
2034,u_0537,s_00416,search,2026-08-16 20:55:07,,,
2035,u_0537,s_00416,api_request,2026-08-16 20:55:08,,1104,1
2036,u_0211,s_00417,session_start,2026-08-17 19:08:00,,,
2037,u_0211,s_00417,search,2026-08-17 19:08:09,,,
2038,u_0211,s_00417,api_request,2026-08-17 19:08:12,,4579,1
2039,u_0211,s_00417,random_pick,2026-08-17 19:08:17,,,
2040,u_0211,s_00417,view_movie_card,2026-08-17 19:08:19,m_0171,,
2041,u_0785,s_00418,session_start,2026-08-02 10:33:00,,,
2042,u_0785,s_00418,search,2026-08-02 10:33:06,,,
2043,u_0785,s_00418,api_request,2026-08-02 10:33:06,,2857,1
2044,u_0785,s_00418,random_pick,2026-08-02 10:33:09,,,
2045,u_0785,s_00418,view_movie_card,2026-08-02 10:33:19,m_0273,,
2046,u_0280,s_00419,session_start,2026-08-15 19:07:00,,,
2047,u_0280,s_00419,search,2026-08-15 19:07:06,,,
2048,u_0280,s_00419,api_request,2026-08-15 19:07:07,,8103,0
2049,u_0280,s_00419,error_shown,2026-08-15 19:07:07,,,
2050,u_0212,s_00420,session_start,2026-08-18 17:06:00,,,
2051,u_0212,s_00420,search,2026-08-18 17:06:10,,,
2052,u_0212,s_00420,api_request,2026-08-18 17:06:12,,2620,1
2053,u_0212,s_00420,random_pick,2026-08-18 17:06:15,,,
2054,u_0212,s_00420,view_movie_card,2026-08-18 17:06:31,m_0026,,
2055,u_0212,s_00420,add_favorite,2026-08-18 17:06:39,m_0026,,
2056,u_0109,s_00421,session_start,2026-08-29 19:03:00,,,
2057,u_0109,s_00421,search,2026-08-29 19:03:03,,,
2058,u_0109,s_00421,api_request,2026-08-29 19:03:06,,5183,1
2059,u_0717,s_00422,session_start,2026-08-21 22:44:00,,,
2060,u_0717,s_00422,search,2026-08-21 22:44:07,,,
2061,u_0717,s_00422,api_request,2026-08-21 22:44:09,,1923,1
2062,u_0717,s_00422,view_movie_card,2026-08-21 22:44:28,m_0291,,
2063,u_0717,s_00422,add_favorite,2026-08-21 22:44:36,m_0291,,
2064,u_0717,s_00422,view_movie_card,2026-08-21 22:44:25,m_0234,,
2065,u_0717,s_00422,view_movie_card,2026-08-21 22:45:06,m_0241,,
2066,u_0632,s_00423,session_start,2026-08-08 11:55:00,,,
2067,u_0632,s_00423,search,2026-08-08 11:55:07,,,
2068,u_0632,s_00423,api_request,2026-08-08 11:55:10,,3006,1
2069,u_0500,s_00424,session_start,2026-08-29 14:29:00,,,
2070,u_0500,s_00424,search,2026-08-29 14:29:09,,,
2071,u_0500,s_00424,api_request,2026-08-29 14:29:10,,4078,1
2072,u_0619,s_00425,session_start,2026-08-10 21:22:00,,,
2073,u_0619,s_00425,search,2026-08-10 21:22:10,,,
2074,u_0619,s_00425,api_request,2026-08-10 21:22:11,,1176,1
2075,u_0619,s_00425,view_movie_card,2026-08-10 21:22:30,m_0206,,
2076,u_0619,s_00425,view_movie_card,2026-08-10 21:22:35,m_0318,,
2077,u_0068,s_00426,session_start,2026-08-06 16:24:00,,,
2078,u_0068,s_00426,search,2026-08-06 16:24:15,,,
2079,u_0068,s_00426,api_request,2026-08-06 16:24:20,,3866,1
2080,u_0068,s_00426,view_movie_card,2026-08-06 16:24:30,m_0340,,
2081,u_0588,s_00427,session_start,2026-08-24 23:45:00,,,
2082,u_0588,s_00427,search,2026-08-24 23:45:03,,,
2083,u_0588,s_00427,api_request,2026-08-24 23:45:08,,2965,1
2084,u_0588,s_00427,random_pick,2026-08-24 23:45:12,,,
2085,u_0588,s_00427,view_movie_card,2026-08-24 23:45:15,m_0307,,
2086,u_0588,s_00427,add_favorite,2026-08-24 23:45:22,m_0307,,
2087,u_0588,s_00427,view_movie_card,2026-08-24 23:45:38,m_0254,,
2088,u_0588,s_00427,view_movie_card,2026-08-24 23:45:26,m_0047,,
2089,u_0588,s_00427,add_favorite,2026-08-24 23:45:29,m_0047,,
2090,u_0774,s_00428,session_start,2026-08-29 18:57:00,,,
2091,u_0774,s_00428,search,2026-08-29 18:57:02,,,
2092,u_0774,s_00428,api_request,2026-08-29 18:57:03,,4010,1
2093,u_0774,s_00428,view_movie_card,2026-08-29 18:57:14,m_0106,,
2094,u_0774,s_00428,view_movie_card,2026-08-29 18:57:33,m_0154,,
2095,u_0446,s_00429,session_start,2026-08-30 19:19:00,,,
2096,u_0446,s_00429,search,2026-08-30 19:19:07,,,
2097,u_0446,s_00429,api_request,2026-08-30 19:19:07,,4481,1
2098,u_0446,s_00429,random_pick,2026-08-30 19:19:10,,,
2099,u_0446,s_00429,view_movie_card,2026-08-30 19:19:13,m_0001,,
2100,u_0882,s_00430,session_start,2026-08-27 14:07:00,,,
2101,u_0882,s_00430,search,2026-08-27 14:07:02,,,
2102,u_0882,s_00430,api_request,2026-08-27 14:07:04,,5134,1
2103,u_0882,s_00430,view_movie_card,2026-08-27 14:07:21,m_0223,,
2104,u_0143,s_00431,session_start,2026-08-22 11:30:00,,,
2105,u_0143,s_00431,search,2026-08-22 11:30:08,,,
2106,u_0143,s_00431,api_request,2026-08-22 11:30:11,,1563,1
2107,u_0143,s_00431,random_pick,2026-08-22 11:30:12,,,
2108,u_0143,s_00431,view_movie_card,2026-08-22 11:30:18,m_0332,,
2109,u_0143,s_00431,add_favorite,2026-08-22 11:30:26,m_0332,,
2110,u_0143,s_00431,view_movie_card,2026-08-22 11:30:47,m_0500,,
2111,u_0143,s_00431,view_movie_card,2026-08-22 11:30:32,m_0071,,
2112,u_0143,s_00431,view_movie_card,2026-08-22 11:31:23,m_0441,,
2113,u_0436,s_00432,session_start,2026-08-26 20:38:00,,,
2114,u_0436,s_00432,search,2026-08-26 20:38:09,,,
2115,u_0436,s_00432,api_request,2026-08-26 20:38:13,,3986,1
2116,u_0436,s_00432,view_movie_card,2026-08-26 20:38:18,m_0296,,
2117,u_0514,s_00433,session_start,2026-08-24 12:45:00,,,
2118,u_0514,s_00433,search,2026-08-24 12:45:10,,,
2119,u_0514,s_00433,api_request,2026-08-24 12:45:14,,610,1
2120,u_0514,s_00433,random_pick,2026-08-24 12:45:18,,,
2121,u_0514,s_00433,view_movie_card,2026-08-24 12:45:21,m_0073,,
2122,u_0514,s_00433,view_movie_card,2026-08-24 12:45:40,m_0239,,
2123,u_0514,s_00433,view_movie_card,2026-08-24 12:45:35,m_0126,,
2124,u_0080,s_00434,session_start,2026-08-24 19:42:00,,,
2125,u_0080,s_00434,search,2026-08-24 19:42:10,,,
2126,u_0080,s_00434,api_request,2026-08-24 19:42:14,,732,1
2127,u_0481,s_00435,session_start,2026-08-18 21:00:00,,,
2128,u_0481,s_00435,search,2026-08-18 21:00:09,,,
2129,u_0481,s_00435,api_request,2026-08-18 21:00:13,,3748,1
2130,u_0481,s_00435,random_pick,2026-08-18 21:00:15,,,
2131,u_0481,s_00435,view_movie_card,2026-08-18 21:00:19,m_0356,,
2132,u_0481,s_00435,view_movie_card,2026-08-18 21:00:41,m_0373,,
2133,u_0481,s_00435,view_movie_card,2026-08-18 21:00:52,m_0032,,
2134,u_0481,s_00435,view_movie_card,2026-08-18 21:00:53,m_0294,,
2135,u_0481,s_00435,add_favorite,2026-08-18 21:00:58,m_0294,,
2136,u_0481,s_00435,view_movie_card,2026-08-18 21:00:38,m_0147,,
2137,u_0872,s_00436,session_start,2026-08-05 17:04:00,,,
2138,u_0872,s_00436,search,2026-08-05 17:04:06,,,
2139,u_0872,s_00436,api_request,2026-08-05 17:04:07,,2554,1
2140,u_0619,s_00437,session_start,2026-08-01 20:07:00,,,
2141,u_0619,s_00437,search,2026-08-01 20:07:11,,,
2142,u_0619,s_00437,api_request,2026-08-01 20:07:12,,3329,1
2143,u_0242,s_00438,session_start,2026-08-09 21:44:00,,,
2144,u_0242,s_00438,search,2026-08-09 21:44:14,,,
2145,u_0242,s_00438,api_request,2026-08-09 21:44:18,,3108,1
2146,u_0842,s_00439,session_start,2026-08-05 18:59:00,,,
2147,u_0842,s_00439,search,2026-08-05 18:59:09,,,
2148,u_0842,s_00439,api_request,2026-08-05 18:59:12,,2249,1
2149,u_0842,s_00439,random_pick,2026-08-05 18:59:17,,,
2150,u_0842,s_00439,view_movie_card,2026-08-05 18:59:28,m_0028,,
2151,u_0842,s_00439,view_movie_card,2026-08-05 18:59:28,m_0027,,
2152,u_0842,s_00439,add_favorite,2026-08-05 18:59:35,m_0027,,
2153,u_0842,s_00439,view_movie_card,2026-08-05 19:00:12,m_0155,,
2154,u_0240,s_00440,session_start,2026-08-25 23:34:00,,,
2155,u_0240,s_00440,search,2026-08-25 23:34:13,,,
2156,u_0240,s_00440,api_request,2026-08-25 23:34:16,,1489,1
2157,u_0240,s_00440,random_pick,2026-08-25 23:34:20,,,
2158,u_0240,s_00440,view_movie_card,2026-08-25 23:34:33,m_0348,,
2159,u_0240,s_00440,view_movie_card,2026-08-25 23:34:28,m_0050,,
2160,u_0443,s_00441,session_start,2026-08-21 14:54:00,,,
2161,u_0443,s_00441,search,2026-08-21 14:54:12,,,
2162,u_0443,s_00441,api_request,2026-08-21 14:54:14,,2487,1
2163,u_0401,s_00442,session_start,2026-08-09 19:37:00,,,
2164,u_0401,s_00442,search,2026-08-09 19:37:12,,,
2165,u_0401,s_00442,api_request,2026-08-09 19:37:14,,5122,1
2166,u_0401,s_00442,view_movie_card,2026-08-09 19:37:24,m_0161,,
2167,u_0401,s_00442,view_movie_card,2026-08-09 19:37:24,m_0426,,
2168,u_0401,s_00442,add_favorite,2026-08-09 19:37:31,m_0426,,
2169,u_0702,s_00443,session_start,2026-08-04 17:06:00,,,
2170,u_0702,s_00443,search,2026-08-04 17:06:05,,,
2171,u_0702,s_00443,api_request,2026-08-04 17:06:07,,578,1
2172,u_0702,s_00443,view_movie_card,2026-08-04 17:06:18,m_0487,,
2173,u_0089,s_00444,session_start,2026-08-04 20:07:00,,,
2174,u_0089,s_00444,search,2026-08-04 20:07:04,,,
2175,u_0089,s_00444,api_request,2026-08-04 20:07:07,,4937,1
2176,u_0713,s_00445,session_start,2026-08-06 23:07:00,,,
2177,u_0713,s_00445,search,2026-08-06 23:07:06,,,
2178,u_0713,s_00445,api_request,2026-08-06 23:07:10,,920,1
2179,u_0713,s_00445,random_pick,2026-08-06 23:07:14,,,
2180,u_0713,s_00445,view_movie_card,2026-08-06 23:07:25,m_0132,,
2181,u_0713,s_00445,add_favorite,2026-08-06 23:07:27,m_0132,,
2182,u_0713,s_00445,view_movie_card,2026-08-06 23:07:36,m_0398,,
2183,u_0713,s_00445,add_favorite,2026-08-06 23:07:43,m_0398,,
2184,u_0713,s_00445,view_movie_card,2026-08-06 23:07:55,m_0031,,
2185,u_0713,s_00445,view_movie_card,2026-08-06 23:08:02,m_0092,,
2186,u_0625,s_00446,session_start,2026-08-16 23:12:00,,,
2187,u_0625,s_00446,search,2026-08-16 23:12:12,,,
2188,u_0625,s_00446,api_request,2026-08-16 23:12:16,,4728,1
2189,u_0625,s_00446,view_movie_card,2026-08-16 23:12:35,m_0367,,
2190,u_0586,s_00447,session_start,2026-08-02 10:04:00,,,
2191,u_0586,s_00447,search,2026-08-02 10:04:14,,,
2192,u_0586,s_00447,api_request,2026-08-02 10:04:17,,7077,0
2193,u_0586,s_00447,error_shown,2026-08-02 10:04:17,,,
2194,u_0001,s_00448,session_start,2026-08-05 19:40:00,,,
2195,u_0156,s_00449,session_start,2026-08-22 15:17:00,,,
2196,u_0156,s_00449,search,2026-08-22 15:17:08,,,
2197,u_0156,s_00449,api_request,2026-08-22 15:17:12,,8796,0
2198,u_0156,s_00449,error_shown,2026-08-22 15:17:13,,,
2199,u_0447,s_00450,session_start,2026-08-25 16:30:00,,,
2200,u_0447,s_00450,search,2026-08-25 16:30:13,,,
2201,u_0447,s_00450,api_request,2026-08-25 16:30:13,,327,1
2202,u_0447,s_00450,view_movie_card,2026-08-25 16:30:21,m_0291,,
2203,u_0447,s_00450,view_movie_card,2026-08-25 16:30:45,m_0171,,
2204,u_0447,s_00450,view_movie_card,2026-08-25 16:31:04,m_0029,,
2205,u_0548,s_00451,session_start,2026-08-21 10:23:00,,,
2206,u_0548,s_00451,search,2026-08-21 10:23:07,,,
2207,u_0548,s_00451,api_request,2026-08-21 10:23:07,,2675,1
2208,u_0548,s_00451,random_pick,2026-08-21 10:23:11,,,
2209,u_0548,s_00451,view_movie_card,2026-08-21 10:23:18,m_0154,,
2210,u_0706,s_00452,session_start,2026-08-29 10:40:00,,,
2211,u_0706,s_00452,search,2026-08-29 10:40:03,,,
2212,u_0706,s_00452,api_request,2026-08-29 10:40:08,,1852,1
2213,u_0706,s_00452,view_movie_card,2026-08-29 10:40:20,m_0251,,
2214,u_0316,s_00453,session_start,2026-08-26 17:41:00,,,
2215,u_0316,s_00453,search,2026-08-26 17:41:15,,,
2216,u_0316,s_00453,api_request,2026-08-26 17:41:18,,434,1
2217,u_0316,s_00453,view_movie_card,2026-08-26 17:41:24,m_0208,,
2218,u_0316,s_00453,add_favorite,2026-08-26 17:41:32,m_0208,,
2219,u_0550,s_00454,session_start,2026-08-22 22:55:00,,,
2220,u_0550,s_00454,search,2026-08-22 22:55:11,,,
2221,u_0550,s_00454,api_request,2026-08-22 22:55:13,,602,1
2222,u_0550,s_00454,random_pick,2026-08-22 22:55:18,,,
2223,u_0550,s_00454,view_movie_card,2026-08-22 22:55:19,m_0125,,
2224,u_0550,s_00454,view_movie_card,2026-08-22 22:55:31,m_0008,,
2225,u_0550,s_00454,add_favorite,2026-08-22 22:55:32,m_0008,,
2226,u_0813,s_00455,session_start,2026-08-29 13:52:00,,,
2227,u_0813,s_00455,search,2026-08-29 13:52:11,,,
2228,u_0813,s_00455,api_request,2026-08-29 13:52:12,,823,1
2229,u_0610,s_00456,session_start,2026-08-04 10:31:00,,,
2230,u_0610,s_00456,search,2026-08-04 10:31:05,,,
2231,u_0610,s_00456,api_request,2026-08-04 10:31:05,,3791,1
2232,u_0610,s_00456,view_movie_card,2026-08-04 10:31:22,m_0167,,
2233,u_0610,s_00456,add_favorite,2026-08-04 10:31:25,m_0167,,
2234,u_0610,s_00456,view_movie_card,2026-08-04 10:31:35,m_0429,,
2235,u_0610,s_00456,view_movie_card,2026-08-04 10:31:38,m_0392,,
2236,u_0610,s_00456,add_favorite,2026-08-04 10:31:41,m_0392,,
2237,u_0610,s_00456,view_movie_card,2026-08-04 10:32:05,m_0033,,
2238,u_0610,s_00456,add_favorite,2026-08-04 10:32:08,m_0033,,
2239,u_0714,s_00457,session_start,2026-08-25 15:10:00,,,
2240,u_0714,s_00457,search,2026-08-25 15:10:04,,,
2241,u_0714,s_00457,api_request,2026-08-25 15:10:07,,5067,1
2242,u_0714,s_00457,view_movie_card,2026-08-25 15:10:24,m_0399,,
2243,u_0714,s_00457,add_favorite,2026-08-25 15:10:32,m_0399,,
2244,u_0184,s_00458,session_start,2026-08-03 09:00:00,,,
2245,u_0291,s_00459,session_start,2026-08-23 19:37:00,,,
2246,u_0291,s_00459,search,2026-08-23 19:37:14,,,
2247,u_0291,s_00459,api_request,2026-08-23 19:37:18,,1988,1
2248,u_0291,s_00459,view_movie_card,2026-08-23 19:37:30,m_0481,,
2249,u_0291,s_00459,add_favorite,2026-08-23 19:37:31,m_0481,,
2250,u_0512,s_00460,session_start,2026-08-20 11:45:00,,,
2251,u_0512,s_00460,search,2026-08-20 11:45:03,,,
